	#	BMI	DM Status	Gender	Age category	Smoking status	SBP Category	Cholesterol category	Combination ID	CVD risk %	Priority
Female-Lab-DM	1242	x	1	0	4	0	4	2	x104042	15	1
Female-Lab-DM	1243	x	1	0	4	0	4	3	x104043	16	1
Female-Lab-DM	1244	x	1	0	4	0	4	4	x104044	17	1
Female-Lab-DM	1245	x	1	0	4	0	4	5	x104045	19	1
Female-Lab-DM	1246	x	1	0	4	0	5	1	x104051	10	1
Female-Lab-DM	1247	x	1	0	4	0	5	2	x104052	11	1
Female-Lab-DM	1248	x	1	0	4	0	5	3	x104053	13	1
Female-Lab-DM	1249	x	1	0	4	0	5	4	x104054	14	1
Female-Lab-DM	1250	x	1	0	4	0	5	5	x104055	15	1
Female-Lab-DM	1251	x	1	0	5	1	1	1	x105111	12	1
Female-Lab-DM	1252	x	1	0	5	1	1	2	x105112	13	1
Female-Lab-DM	1253	x	1	0	5	1	1	3	x105113	14	1
Female-Lab-DM	1254	x	1	0	5	1	1	4	x105114	16	1
Female-Lab-DM	1255	x	1	0	5	1	1	5	x105115	17	1
Female-Lab-DM	1256	x	1	0	5	1	2	1	x105121	9	1
Female-Lab-DM	1257	x	1	0	5	1	2	2	x105122	10	1
Female-Lab-DM	1258	x	1	0	5	1	2	3	x105123	11	1
Female-Lab-DM	1259	x	1	0	5	1	2	4	x105124	12	1
Female-Lab-DM	1260	x	1	0	5	1	2	5	x105125	13	1
Female-Lab-DM	1261	x	1	0	5	1	3	1	x105131	7	1
Female-Lab-DM	1262	x	1	0	5	1	3	2	x105132	8	1
Female-Lab-DM	1263	x	1	0	5	1	3	3	x105133	9	1
Female-Lab-DM	1264	x	1	0	5	1	3	4	x105134	9	1
Female-Lab-DM	1265	x	1	0	5	1	3	5	x105135	10	1
Female-Lab-DM	1266	x	1	0	5	1	4	1	x105141	6	1
Female-Lab-DM	1267	x	1	0	5	1	4	2	x105142	6	1
Female-Lab-DM	1268	x	1	0	5	1	4	3	x105143	7	1
Female-Lab-DM	1269	x	1	0	5	1	4	4	x105144	7	1
Female-Lab-DM	1270	x	1	0	5	1	4	5	x105145	8	1
Female-Lab-DM	1271	x	1	0	5	1	5	1	x105151	4	1
Female-Lab-DM	1272	x	1	0	5	1	5	2	x105152	5	1
Female-Lab-DM	1273	x	1	0	5	1	5	3	x105153	5	1
Female-Lab-DM	1274	x	1	0	5	1	5	4	x105154	5	1
Female-Lab-DM	1275	x	1	0	5	1	5	5	x105155	6	1
Female-Lab-DM	1276	x	1	0	5	0	1	1	x105011	24	1
Female-Lab-DM	1277	x	1	0	5	0	1	2	x105012	26	1
Female-Lab-DM	1278	x	1	0	5	0	1	3	x105013	26	1
Female-Lab-DM	1279	x	1	0	5	0	1	4	x105014	31	1
Female-Lab-DM	1280	x	1	0	5	0	1	5	x105015	34	1
Female-Lab-DM	1281	x	1	0	5	0	2	1	x105021	1	1
Female-Lab-DM	1282	x	1	0	5	0	2	2	x105022	20	1
Female-Lab-DM	1283	x	1	0	5	0	2	3	x105023	22	1
Female-Lab-DM	1284	x	1	0	5	0	2	4	x105024	24	1
Female-Lab-DM	1285	x	1	0	5	0	2	5	x105025	27	1
Female-Lab-DM	1286	x	1	0	5	0	3	1	x105031	14	1
Female-Lab-DM	1287	x	1	0	5	0	3	2	x105032	16	1
Female-Lab-DM	1288	x	1	0	5	0	3	3	x105033	17	1
Female-Lab-DM	1289	x	1	0	5	0	3	4	x105034	19	1
Female-Lab-DM	1290	x	1	0	5	0	3	5	x105035	21	1
Female-Lab-DM	1291	x	1	0	5	0	4	1	x105041	11	1
Female-Lab-DM	1292	x	1	0	5	0	4	2	x105042	12	1
Female-Lab-DM	1293	x	1	0	5	0	4	3	x105043	13	1
Female-Lab-DM	1294	x	1	0	5	0	4	4	x105044	15	1
Female-Lab-DM	1295	x	1	0	5	0	4	5	x105045	17	1
Female-Lab-DM	1296	x	1	0	5	0	5	1	x105051	8	1
Female-Lab-DM	1297	x	1	0	5	0	5	2	x105052	9	1
Female-Lab-DM	1298	x	1	0	5	0	5	3	x105053	10	1
Female-Lab-DM	1299	x	1	0	5	0	5	4	x105054	12	1
Female-Lab-DM	1300	x	1	0	5	0	5	5	x105055	13	1
Female-Lab-DM	1301	x	1	0	6	1	1	1	x106111	10	1
Female-Lab-DM	1302	x	1	0	6	1	1	2	x106112	11	1
Female-Lab-DM	1303	x	1	0	6	1	1	3	x106113	12	1
Female-Lab-DM	1304	x	1	0	6	1	1	4	x106114	13	1
Female-Lab-DM	1305	x	1	0	6	1	1	5	x106115	15	1
Female-Lab-DM	1306	x	1	0	6	1	2	1	x106121	8	1
Female-Lab-DM	1307	x	1	0	6	1	2	2	x106122	8	1
Female-Lab-DM	1308	x	1	0	6	1	2	3	x106123	9	1
Female-Lab-DM	1309	x	1	0	6	1	2	4	x106124	10	1
Female-Lab-DM	1310	x	1	0	6	1	2	5	x106125	11	1
Female-Lab-DM	1311	x	1	0	6	1	3	1	x106131	6	1
Female-Lab-DM	1312	x	1	0	6	1	3	2	x106132	6	1
Female-Lab-DM	1313	x	1	0	6	1	3	3	x106133	7	1
Female-Lab-DM	1314	x	1	0	6	1	3	4	x106134	7	1
Female-Lab-DM	1315	x	1	0	6	1	3	5	x106135	8	1
Female-Lab-DM	1316	x	1	0	6	1	4	1	x106141	4	1
Female-Lab-DM	1317	x	1	0	6	1	4	2	x106142	5	1
Female-Lab-DM	1318	x	1	0	6	1	4	3	x106143	5	1
Female-Lab-DM	1319	x	1	0	6	1	4	4	x106144	6	1
Female-Lab-DM	1320	x	1	0	6	1	4	5	x106145	6	1
Female-Lab-DM	1321	x	1	0	6	1	5	1	x106151	3	1
Female-Lab-DM	1322	x	1	0	6	1	5	2	x106152	3	1
Female-Lab-DM	1323	x	1	0	6	1	5	3	x106153	4	1
Female-Lab-DM	1324	x	1	0	6	1	5	4	x106154	4	1
Female-Lab-DM	1325	x	1	0	6	1	5	5	x106155	5	1
Female-Lab-DM	1326	x	1	0	6	0	1	1	x106011	21	1
Female-Lab-DM	1327	x	1	0	6	0	1	2	x106012	23	1
Female-Lab-DM	1328	x	1	0	6	0	1	3	x106013	25	1
Female-Lab-DM	1329	x	1	0	6	0	1	4	x106014	28	1
Female-Lab-DM	1330	x	1	0	6	0	1	5	x106015	32	1
Female-Lab-DM	1331	x	1	0	6	0	2	1	x106021	16	1
Female-Lab-DM	1332	x	1	0	6	0	2	2	x106022	18	1
Female-Lab-DM	1333	x	1	0	6	0	2	3	x106023	20	1
Female-Lab-DM	1334	x	1	0	6	0	2	4	x106024	22	1
Female-Lab-DM	1335	x	1	0	6	0	2	5	x106025	25	1
Female-Lab-DM	1336	x	1	0	6	0	3	1	x106031	12	1
Female-Lab-DM	1337	x	1	0	6	0	3	2	x106032	13	1
Female-Lab-DM	1338	x	1	0	6	0	3	3	x106033	15	1
Female-Lab-DM	1339	x	1	0	6	0	3	4	x106034	17	1
Female-Lab-DM	1340	x	1	0	6	0	3	5	x106035	19	1
Female-Lab-DM	1341	x	1	0	6	0	4	1	x106041	9	1
Female-Lab-DM	1342	x	1	0	6	0	4	2	x106042	10	1
Female-Lab-DM	1343	x	1	0	6	0	4	3	x106043	11	1
Female-Lab-DM	1344	x	1	0	6	0	4	4	x106044	13	1
Female-Lab-DM	1345	x	1	0	6	0	4	5	x106045	15	1
Female-Lab-DM	1346	x	1	0	6	0	5	1	x106051	7	1
Female-Lab-DM	1347	x	1	0	6	0	5	2	x106052	8	1
Female-Lab-DM	1348	x	1	0	6	0	5	3	x106053	9	1
Female-Lab-DM	1349	x	1	0	6	0	5	4	x106054	10	1
Female-Lab-DM	1350	x	1	0	6	0	5	5	x106055	11	1
Female-Lab-DM	1351	x	1	0	7	1	1	1	x107111	8	1
Female-Lab-DM	1352	x	1	0	7	1	1	2	x107112	9	1
Female-Lab-DM	1353	x	1	0	7	1	1	3	x107113	10	1
Female-Lab-DM	1354	x	1	0	7	1	1	4	x107114	11	1
Female-Lab-DM	1355	x	1	0	7	1	1	5	x107115	12	1
Female-Lab-DM	1356	x	1	0	7	1	2	1	x107121	6	1
Female-Lab-DM	1357	x	1	0	7	1	2	2	x107122	7	1
Female-Lab-DM	1358	x	1	0	7	1	2	3	x107123	7	1
Female-Lab-DM	1359	x	1	0	7	1	2	4	x107124	8	1
Female-Lab-DM	1360	x	1	0	7	1	2	5	x107125	9	1
Female-Lab-DM	1361	x	1	0	7	1	3	1	x107131	4	1
Female-Lab-DM	1362	x	1	0	7	1	3	2	x107132	5	1
Female-Lab-DM	1363	x	1	0	7	1	3	3	x107133	5	1
Female-Lab-DM	1364	x	1	0	7	1	3	4	x107134	6	1
Female-Lab-DM	1365	x	1	0	7	1	3	5	x107135	7	1
Female-Lab-DM	1366	x	1	0	7	1	4	1	x107141	3	1
Female-Lab-DM	1367	x	1	0	7	1	4	2	x107142	3	1
Female-Lab-DM	1368	x	1	0	7	1	4	3	x107143	4	1
Female-Lab-DM	1369	x	1	0	7	1	4	4	x107144	4	1
Female-Lab-DM	1370	x	1	0	7	1	4	5	x107145	5	1
Female-Lab-DM	1371	x	1	0	7	1	5	1	x107151	2	1
Female-Lab-DM	1372	x	1	0	7	1	5	2	x107152	3	1
Female-Lab-DM	1373	x	1	0	7	1	5	3	x107153	3	1
Female-Lab-DM	1374	x	1	0	7	1	5	4	x107154	3	1
Female-Lab-DM	1375	x	1	0	7	1	5	5	x107155	4	1
Female-Lab-DM	1376	x	1	0	7	0	1	1	x107011	18	1
Female-Lab-DM	1377	x	1	0	7	0	1	2	x107012	20	1
Female-Lab-DM	1378	x	1	0	7	0	1	3	x107013	23	1
Female-Lab-DM	1379	x	1	0	7	0	1	4	x107014	26	1
Female-Lab-DM	1380	x	1	0	7	0	1	5	x107015	29	1
Female-Lab-DM	1381	x	1	0	7	0	2	1	x107021	14	1
Female-Lab-DM	1382	x	1	0	7	0	2	2	x107022	15	1
Female-Lab-DM	1383	x	1	0	7	0	2	3	x107023	17	1
Female-Lab-DM	1384	x	1	0	7	0	2	4	x107024	19	1
Female-Lab-DM	1385	x	1	0	7	0	2	5	x107025	22	1
Female-Lab-DM	1386	x	1	0	7	0	3	1	x107031	10	1
Female-Lab-DM	1387	x	1	0	7	0	3	2	x107032	11	1
Female-Lab-DM	1388	x	1	0	7	0	3	3	x107033	13	1
Female-Lab-DM	1389	x	1	0	7	0	3	4	x107034	15	1
Female-Lab-DM	1390	x	1	0	7	0	3	5	x107035	17	1
Female-Lab-DM	1391	x	1	0	7	0	4	1	x107041	7	1
Female-Lab-DM	1392	x	1	0	7	0	4	2	x107042	8	1
Female-Lab-DM	1393	x	1	0	7	0	4	3	x107043	10	1
Female-Lab-DM	1394	x	1	0	7	0	4	4	x107044	11	1
Female-Lab-DM	1395	x	1	0	7	0	4	5	x107045	13	1
Female-Lab-DM	1396	x	1	0	7	0	5	1	x107051	5	1
Female-Lab-DM	1397	x	1	0	7	0	5	2	x107052	6	1
Female-Lab-DM	1398	x	1	0	7	0	5	3	x107053	7	1
Female-Lab-DM	1399	x	1	0	7	0	5	4	x107054	8	1
Female-Lab-DM	1400	x	1	0	7	0	5	5	x107055	9	1
Male-Lab-NDM	1401	x	0	1	1	1	1	1	x011111	24	1
Male-Lab-NDM	1402	x	0	1	1	1	1	2	x011112	26	1
Male-Lab-NDM	1403	x	0	1	1	1	1	3	x011113	29	1
Male-Lab-NDM	1404	x	0	1	1	1	1	4	x011114	32	1
Male-Lab-NDM	1405	x	0	1	1	1	1	5	x011115	35	1
Male-Lab-NDM	1406	x	0	1	1	1	2	1	x011121	19	1
Male-Lab-NDM	1407	x	0	1	1	1	2	2	x011122	21	1
Male-Lab-NDM	1408	x	0	1	1	1	2	3	x011123	23	1
Male-Lab-NDM	1409	x	0	1	1	1	2	4	x011124	26	1
Male-Lab-NDM	1410	x	0	1	1	1	2	5	x011125	29	1
Male-Lab-NDM	1411	x	0	1	1	1	3	1	x011131	16	1
Male-Lab-NDM	1412	x	0	1	1	1	3	2	x011132	17	1
Male-Lab-NDM	1413	x	0	1	1	1	3	3	x011133	19	1
Male-Lab-NDM	1414	x	0	1	1	1	3	4	x011134	21	1
Male-Lab-NDM	1415	x	0	1	1	1	3	5	x011135	23	1
Male-Lab-NDM	1416	x	0	1	1	1	4	1	x011141	13	1
Male-Lab-NDM	1417	x	0	1	1	1	4	2	x011142	14	1
Male-Lab-NDM	1418	x	0	1	1	1	4	3	x011143	15	1
Male-Lab-NDM	1419	x	0	1	1	1	4	4	x011144	17	1
Male-Lab-NDM	1420	x	0	1	1	1	4	5	x011145	19	1
Male-Lab-NDM	1421	x	0	1	1	1	5	1	x011151	10	1
Male-Lab-NDM	1422	x	0	1	1	1	5	2	x011152	11	1
Male-Lab-NDM	1423	x	0	1	1	1	5	3	x011153	12	1
Male-Lab-NDM	1424	x	0	1	1	1	5	4	x011154	14	1
Male-Lab-NDM	1425	x	0	1	1	1	5	5	x011155	15	1
Male-Lab-NDM	1426	x	0	1	1	0	1	1	x011011	30	1
Male-Lab-NDM	1427	x	0	1	1	0	1	2	x011012	33	1
Male-Lab-NDM	1428	x	0	1	1	0	1	3	x011013	36	1
Male-Lab-NDM	1429	x	0	1	1	0	1	4	x011014	40	1
Male-Lab-NDM	1430	x	0	1	1	0	1	5	x011015	44	1
Male-Lab-NDM	1431	x	0	1	1	0	2	1	x011021	25	1
Male-Lab-NDM	1432	x	0	1	1	0	2	2	x011022	27	1
Male-Lab-NDM	1433	x	0	1	1	0	2	3	x011023	30	1
Male-Lab-NDM	1434	x	0	1	1	0	2	4	x011024	33	1
Male-Lab-NDM	1435	x	0	1	1	0	2	5	x011025	37	1
Male-Lab-NDM	1436	x	0	1	1	0	3	1	x011031	20	1
Male-Lab-NDM	1437	x	0	1	1	0	3	2	x011032	22	1
Male-Lab-NDM	1438	x	0	1	1	0	3	3	x011033	25	1
Male-Lab-NDM	1439	x	0	1	1	0	3	4	x011034	27	1
Male-Lab-NDM	1440	x	0	1	1	0	3	5	x011035	30	1
Male-Lab-NDM	1441	x	0	1	1	0	4	1	x011041	16	1
Male-Lab-NDM	1442	x	0	1	1	0	4	2	x011042	18	1
Male-Lab-NDM	1443	x	0	1	1	0	4	3	x011043	20	1
Male-Lab-NDM	1444	x	0	1	1	0	4	4	x011044	22	1
Male-Lab-NDM	1445	x	0	1	1	0	4	5	x011045	25	1
Male-Lab-NDM	1446	x	0	1	1	0	5	1	x011051	13	1
Male-Lab-NDM	1447	x	0	1	1	0	5	2	x011052	15	1
Male-Lab-NDM	1448	x	0	1	1	0	5	3	x011053	16	1
Male-Lab-NDM	1449	x	0	1	1	0	5	4	x011054	18	1
Male-Lab-NDM	1450	x	0	1	1	0	5	5	x011055	20	1
Male-Lab-NDM	1451	x	0	1	2	1	1	1	x012111	19	1
Male-Lab-NDM	1452	x	0	1	2	1	1	2	x012112	20	1
Male-Lab-NDM	1453	x	0	1	2	1	1	3	x012113	22	1
Male-Lab-NDM	1454	x	0	1	2	1	1	4	x012114	25	1
Male-Lab-NDM	1455	x	0	1	2	1	1	5	x012115	28	1
Male-Lab-NDM	1456	x	0	1	2	1	2	1	x012121	15	1
Male-Lab-NDM	1457	x	0	1	2	1	2	2	x012122	16	1
Male-Lab-NDM	1458	x	0	1	2	1	2	3	x012123	18	1
Male-Lab-NDM	1459	x	0	1	2	1	2	4	x012124	20	1
Male-Lab-NDM	1460	x	0	1	2	1	2	5	x012125	22	1
Male-Lab-NDM	1461	x	0	1	2	1	3	1	x012131	11	1
Male-Lab-NDM	1462	x	0	1	2	1	3	2	x012132	13	1
Male-Lab-NDM	1463	x	0	1	2	1	3	3	x012133	14	1
Male-Lab-NDM	1464	x	0	1	2	1	3	4	x012134	16	1
Male-Lab-NDM	1465	x	0	1	2	1	3	5	x012135	18	1
Male-Lab-NDM	1466	x	0	1	2	1	4	1	x012141	9	1
Male-Lab-NDM	1467	x	0	1	2	1	4	2	x012142	10	1
Male-Lab-NDM	1468	x	0	1	2	1	4	3	x012143	11	1
Male-Lab-NDM	1469	x	0	1	2	1	4	4	x012144	12	1
Male-Lab-NDM	1470	x	0	1	2	1	4	5	x012145	14	1
Male-Lab-NDM	1471	x	0	1	2	1	5	1	x012151	7	1
Male-Lab-NDM	1472	x	0	1	2	1	5	2	x012152	8	1
Male-Lab-NDM	1473	x	0	1	2	1	5	3	x012153	9	1
Male-Lab-NDM	1474	x	0	1	2	1	5	4	x012154	10	1
Male-Lab-NDM	1475	x	0	1	2	1	5	5	x012155	11	1
Male-Lab-NDM	1476	x	0	1	2	0	1	1	x012011	25	1
Male-Lab-NDM	1477	x	0	1	2	0	1	2	x012012	28	1
Male-Lab-NDM	1478	x	0	1	2	0	1	3	x012013	31	1
Male-Lab-NDM	1479	x	0	1	2	0	1	4	x012014	34	1
Male-Lab-NDM	1480	x	0	1	2	0	1	5	x012015	38	1
Male-Lab-NDM	1481	x	0	1	2	0	2	1	x012021	20	1
Male-Lab-NDM	1482	x	0	1	2	0	2	2	x012022	22	1
Male-Lab-NDM	1483	x	0	1	2	0	2	3	x012023	25	1
Male-Lab-NDM	1484	x	0	1	2	0	2	4	x012024	27	1
Male-Lab-NDM	1485	x	0	1	2	0	2	5	x012025	31	1
Male-Lab-NDM	1486	x	0	1	2	0	3	1	x012031	16	1
Male-Lab-NDM	1487	x	0	1	2	0	3	2	x012032	18	1
Male-Lab-NDM	1488	x	0	1	2	0	3	3	x012033	20	1
Male-Lab-NDM	1489	x	0	1	2	0	3	4	x012034	22	1
Male-Lab-NDM	1490	x	0	1	2	0	3	5	x012035	25	1
Male-Lab-NDM	1491	x	0	1	2	0	4	1	x012041	12	1
Male-Lab-NDM	1492	x	0	1	2	0	4	2	x012042	14	1
Male-Lab-NDM	1493	x	0	1	2	0	4	3	x012043	15	1
Male-Lab-NDM	1494	x	0	1	2	0	4	4	x012044	17	1
Male-Lab-NDM	1495	x	0	1	2	0	4	5	x012045	20	1
Male-Lab-NDM	1496	x	0	1	2	0	5	1	x012051	10	1
Male-Lab-NDM	1497	x	0	1	2	0	5	2	x012052	11	1
Male-Lab-NDM	1498	x	0	1	2	0	5	3	x012053	12	1
Male-Lab-NDM	1499	x	0	1	2	0	5	4	x012054	14	1
Male-Lab-NDM	1500	x	0	1	2	0	5	5	x012055	16	1
Male-Lab-NDM	1501	x	0	1	3	1	1	1	x013111	14	1
Male-Lab-NDM	1502	x	0	1	3	1	1	2	x013112	16	1
Male-Lab-NDM	1503	x	0	1	3	1	1	3	x013113	17	1
Male-Lab-NDM	1504	x	0	1	3	1	1	4	x013114	19	1
Male-Lab-NDM	1505	x	0	1	3	1	1	5	x013115	22	1
Male-Lab-NDM	1506	x	0	1	3	1	2	1	x013121	11	1
Male-Lab-NDM	1507	x	0	1	3	1	2	2	x013122	12	1
Male-Lab-NDM	1508	x	0	1	3	1	2	3	x013123	13	1
Male-Lab-NDM	1509	x	0	1	3	1	2	4	x013124	15	1
Male-Lab-NDM	1510	x	0	1	3	1	2	5	x013125	17	1
Male-Lab-NDM	1511	x	0	1	3	1	3	1	x013131	8	1
Male-Lab-NDM	1512	x	0	1	3	1	3	2	x013132	9	1
Male-Lab-NDM	1513	x	0	1	3	1	3	3	x013133	10	1
Male-Lab-NDM	1514	x	0	1	3	1	3	4	x013134	12	1
Male-Lab-NDM	1515	x	0	1	3	1	3	5	x013135	13	1
Male-Lab-NDM	1516	x	0	1	3	1	4	1	x013141	6	1
Male-Lab-NDM	1517	x	0	1	3	1	4	2	x013142	7	1
Male-Lab-NDM	1518	x	0	1	3	1	4	3	x013143	8	1
Male-Lab-NDM	1519	x	0	1	3	1	4	4	x013144	9	1
Male-Lab-NDM	1520	x	0	1	3	1	4	5	x013145	10	1
Male-Lab-NDM	1521	x	0	1	3	1	5	1	x013151	5	1
Male-Lab-NDM	1522	x	0	1	3	1	5	2	x013152	5	1
Male-Lab-NDM	1523	x	0	1	3	1	5	3	x013153	6	1
Male-Lab-NDM	1524	x	0	1	3	1	5	4	x013154	7	1
Male-Lab-NDM	1525	x	0	1	3	1	5	5	x013155	8	1
Male-Lab-NDM	1526	x	0	1	3	0	1	1	x013011	21	1
Male-Lab-NDM	1527	x	0	1	3	0	1	2	x013012	23	1
Male-Lab-NDM	1528	x	0	1	3	0	1	3	x013013	26	1
Male-Lab-NDM	1529	x	0	1	3	0	1	4	x013014	29	1
Male-Lab-NDM	1530	x	0	1	3	0	1	5	x013015	33	1
Male-Lab-NDM	1531	x	0	1	3	0	2	1	x013021	16	1
Male-Lab-NDM	1532	x	0	1	3	0	2	2	x013022	18	1
Male-Lab-NDM	1533	x	0	1	3	0	2	3	x013023	20	1
Male-Lab-NDM	1534	x	0	1	3	0	2	4	x013024	23	1
Male-Lab-NDM	1535	x	0	1	3	0	2	5	x013025	26	1
Male-Lab-NDM	1536	x	0	1	3	0	3	1	x013031	12	1
Male-Lab-NDM	1537	x	0	1	3	0	3	2	x013032	14	1
Male-Lab-NDM	1538	x	0	1	3	0	3	3	x013033	15	1
Male-Lab-NDM	1539	x	0	1	3	0	3	4	x013034	18	1
Male-Lab-NDM	1540	x	0	1	3	0	3	5	x013035	20	1
Male-Lab-NDM	1541	x	0	1	3	0	4	1	x013041	9	1
Male-Lab-NDM	1542	x	0	1	3	0	4	2	x013042	11	1
Male-Lab-NDM	1543	x	0	1	3	0	4	3	x013043	12	1
Male-Lab-NDM	1544	x	0	1	3	0	4	4	x013044	14	1
Male-Lab-NDM	1545	x	0	1	3	0	4	5	x013045	16	1
Male-Lab-NDM	1546	x	0	1	3	0	5	1	x013051	7	1
Male-Lab-NDM	1547	x	0	1	3	0	5	2	x013052	8	1
Male-Lab-NDM	1548	x	0	1	3	0	5	3	x013053	9	1
Male-Lab-NDM	1549	x	0	1	3	0	5	4	x013054	10	1
Male-Lab-NDM	1550	x	0	1	3	0	5	5	x013055	12	1
Male-Lab-NDM	1551	x	0	1	4	1	1	1	x014111	11	1
Male-Lab-NDM	1552	x	0	1	4	1	1	2	x014112	12	1
Male-Lab-NDM	1553	x	0	1	4	1	1	3	x014113	13	1
Male-Lab-NDM	1554	x	0	1	4	1	1	4	x014114	15	1
Male-Lab-NDM	1555	x	0	1	4	1	1	5	x014115	17	1
Male-Lab-NDM	1556	x	0	1	4	1	2	1	x014121	8	1
Male-Lab-NDM	1557	x	0	1	4	1	2	2	x014122	9	1
Male-Lab-NDM	1558	x	0	1	4	1	2	3	x014123	10	1
Male-Lab-NDM	1559	x	0	1	4	1	2	4	x014124	11	1
Male-Lab-NDM	1560	x	0	1	4	1	2	5	x014125	13	1
Male-Lab-NDM	1561	x	0	1	4	1	3	1	x014131	6	1
Male-Lab-NDM	1562	x	0	1	4	1	3	2	x014132	7	1
Male-Lab-NDM	1563	x	0	1	4	1	3	3	x014133	8	1
Male-Lab-NDM	1564	x	0	1	4	1	3	4	x014134	9	1
Male-Lab-NDM	1565	x	0	1	4	1	3	5	x014135	10	1
Male-Lab-NDM	1566	x	0	1	4	1	4	1	x014141	5	1
Male-Lab-NDM	1567	x	0	1	4	1	4	2	x014142	5	1
Male-Lab-NDM	1568	x	0	1	4	1	4	3	x014143	6	1
Male-Lab-NDM	1569	x	0	1	4	1	4	4	x014144	6	1
Male-Lab-NDM	1570	x	0	1	4	1	4	5	x014145	7	1
Male-Lab-NDM	1571	x	0	1	4	1	5	1	x014151	3	1
Male-Lab-NDM	1572	x	0	1	4	1	5	2	x014152	4	1
Male-Lab-NDM	1573	x	0	1	4	1	5	3	x014153	4	1
Male-Lab-NDM	1574	x	0	1	4	1	5	4	x014154	5	1
Male-Lab-NDM	1575	x	0	1	4	1	5	5	x014155	5	1
Male-Lab-NDM	1576	x	0	1	4	0	1	1	x014011	17	1
Male-Lab-NDM	1577	x	0	1	4	0	1	2	x014012	19	1
Male-Lab-NDM	1578	x	0	1	4	0	1	3	x014013	21	1
Male-Lab-NDM	1579	x	0	1	4	0	1	4	x014014	24	1
Male-Lab-NDM	1580	x	0	1	4	0	1	5	x014015	28	1
Male-Lab-NDM	1581	x	0	1	4	0	2	1	x014021	13	1
Male-Lab-NDM	1582	x	0	1	4	0	2	2	x014022	14	1
Male-Lab-NDM	1583	x	0	1	4	0	2	3	x014023	16	1
Male-Lab-NDM	1584	x	0	1	4	0	2	4	x014024	18	1
Male-Lab-NDM	1585	x	0	1	4	0	2	5	x014025	21	1
Male-Lab-NDM	1586	x	0	1	4	0	3	1	x014031	10	1
Male-Lab-NDM	1587	x	0	1	4	0	3	2	x014032	11	1
Male-Lab-NDM	1588	x	0	1	4	0	3	3	x014033	12	1
Male-Lab-NDM	1589	x	0	1	4	0	3	4	x014034	14	1
Male-Lab-NDM	1590	x	0	1	4	0	3	5	x014035	16	1
Male-Lab-NDM	1591	x	0	1	4	0	4	1	x014041	7	1
Male-Lab-NDM	1592	x	0	1	4	0	4	2	x014042	8	1
Male-Lab-NDM	1593	x	0	1	4	0	4	3	x014043	9	1
Male-Lab-NDM	1594	x	0	1	4	0	4	4	x014044	11	1
Male-Lab-NDM	1595	x	0	1	4	0	4	5	x014045	12	1
Male-Lab-NDM	1596	x	0	1	4	0	5	1	x014051	5	1
Male-Lab-NDM	1597	x	0	1	4	0	5	2	x014052	6	1
Male-Lab-NDM	1598	x	0	1	4	0	5	3	x014053	7	1
Male-Lab-NDM	1599	x	0	1	4	0	5	4	x014054	8	1
Male-Lab-NDM	1600	x	0	1	4	0	5	5	x014055	9	1
Male-Lab-NDM	1601	x	0	1	5	1	1	1	x015111	9	1
Male-Lab-NDM	1602	x	0	1	5	1	1	2	x015112	9	1
Male-Lab-NDM	1603	x	0	1	5	1	1	3	x015113	10	1
Male-Lab-NDM	1604	x	0	1	5	1	1	4	x015114	12	1
Male-Lab-NDM	1605	x	0	1	5	1	1	5	x015115	13	1
Male-Lab-NDM	1606	x	0	1	5	1	2	1	x015121	6	1
Male-Lab-NDM	1607	x	0	1	5	1	2	2	x015122	7	1
Male-Lab-NDM	1608	x	0	1	5	1	2	3	x015123	8	1
Male-Lab-NDM	1609	x	0	1	5	1	2	4	x015124	9	1
Male-Lab-NDM	1610	x	0	1	5	1	2	5	x015125	10	1
Male-Lab-NDM	1611	x	0	1	5	1	3	1	x015131	4	1
Male-Lab-NDM	1612	x	0	1	5	1	3	2	x015132	5	1
Male-Lab-NDM	1613	x	0	1	5	1	3	3	x015133	6	1
Male-Lab-NDM	1614	x	0	1	5	1	3	4	x015134	6	1
Male-Lab-NDM	1615	x	0	1	5	1	3	5	x015135	7	1
Male-Lab-NDM	1616	x	0	1	5	1	4	1	x015141	3	1
Male-Lab-NDM	1617	x	0	1	5	1	4	2	x015142	4	1
Male-Lab-NDM	1618	x	0	1	5	1	4	3	x015143	4	1
Male-Lab-NDM	1619	x	0	1	5	1	4	4	x015144	5	1
Male-Lab-NDM	1620	x	0	1	5	1	4	5	x015145	5	1
Male-Lab-NDM	1621	x	0	1	5	1	5	1	x015151	2	1
Male-Lab-NDM	1622	x	0	1	5	1	5	2	x015152	3	1
Male-Lab-NDM	1623	x	0	1	5	1	5	3	x015153	3	1
Male-Lab-NDM	1624	x	0	1	5	1	5	4	x015154	3	1
Male-Lab-NDM	1625	x	0	1	5	1	5	5	x015155	4	1
Male-Lab-NDM	1626	x	0	1	5	0	1	1	x015011	14	1
Male-Lab-NDM	1627	x	0	1	5	0	1	2	x015012	15	1
Male-Lab-NDM	1628	x	0	1	5	0	1	3	x015013	18	1
Male-Lab-NDM	1629	x	0	1	5	0	1	4	x015014	20	1
Male-Lab-NDM	1630	x	0	1	5	0	1	5	x015015	23	1
Male-Lab-NDM	1631	x	0	1	5	0	2	1	x015021	10	1
Male-Lab-NDM	1632	x	0	1	5	0	2	2	x015022	11	1
